scenario,seed,instance_path,feasible,heuristic_profit,benchmark_profit,gap,heuristic_runtime_s,benchmark_runtime_s,benchmark_status
S4_high_order_load,4,generated_instances_small/S4_high_order_load_04.txt,True,74940.0,82140.0,0.08765522279035792,0.11554718017578125,12.855442762374878,OPTIMAL
S4_high_order_load,5,generated_instances_small/S4_high_order_load_05.txt,True,70480.0,87280.0,0.1924839596700275,0.3272058963775635,11.252022981643677,OPTIMAL
S4_high_order_load,6,generated_instances_small/S4_high_order_load_06.txt,True,65040.0,81180.0,0.19881744271988175,0.4353656768798828,12.755948066711426,OPTIMAL
S4_high_order_load,7,generated_instances_small/S4_high_order_load_07.txt,True,80740.0,93040.0,0.132201203783319,0.057602882385253906,11.784267902374268,OPTIMAL
S4_high_order_load,8,generated_instances_small/S4_high_order_load_08.txt,True,55240.0,55240.0,0.0,0.024491071701049805,14.195605993270874,OPTIMAL
S4_high_order_load,9,generated_instances_small/S4_high_order_load_09.txt,True,89960.0,95360.0,0.05662751677852349,0.2344510555267334,11.295526027679443,OPTIMAL
S4_high_order_load,10,generated_instances_small/S4_high_order_load_10.txt,True,66980.0,95720.0,0.30025073129962393,0.5695512294769287,12.45029091835022,OPTIMAL
S5_tight_relo_budget,1,generated_instances_small/S5_tight_relo_budget_01.txt,True,43460.0,68660.0,0.3670259248470725,0.21045494079589844,1.3928301334381104,OPTIMAL
S5_tight_relo_budget,2,generated_instances_small/S5_tight_relo_budget_02.txt,True,64860.0,67380.0,0.037399821905609976,0.0756218433380127,1.7462100982666016,OPTIMAL
S5_tight_relo_budget,3,generated_instances_small/S5_tight_relo_budget_03.txt,True,23400.0,75060.0,0.6882494004796164,0.34924983978271484,1.3504221439361572,OPTIMAL
S5_tight_relo_budget,4,generated_instances_small/S5_tight_relo_budget_04.txt,True,73420.0,98200.0,0.2523421588594705,0.3160419464111328,1.3431532382965088,OPTIMAL
S5_tight_relo_budget,5,generated_instances_small/S5_tight_relo_budget_05.txt,True,73860.0,78660.0,0.06102212051868802,0.09776520729064941,1.635267972946167,OPTIMAL
S5_tight_relo_budget,6,generated_instances_small/S5_tight_relo_budget_06.txt,True,100180.0,105880.0,0.05383452965621458,0.10939884185791016,1.449901819229126,OPTIMAL
S5_tight_relo_budget,7,generated_instances_small/S5_tight_relo_budget_07.txt,True,72060.0,80640.0,0.10639880952380952,0.08412504196166992,1.6203079223632812,OPTIMAL
S5_tight_relo_budget,8,generated_instances_small/S5_tight_relo_budget_08.txt,True,57180.0,80220.0,0.28721017202692595,0.3447690010070801,1.5535879135131836,OPTIMAL
S5_tight_relo_budget,9,generated_instances_small/S5_tight_relo_budget_09.txt,True,30740.0,45500.0,0.3243956043956044,0.2285151481628418,1.581434965133667,OPTIMAL
S5_tight_relo_budget,10,generated_instances_small/S5_tight_relo_budget_10.txt,True,16540.0,33460.0,0.5056784219964137,0.37123727798461914,1.3618009090423584,OPTIMAL
6296387,OPTIMAL,,,,,,,,
