instance_path,scenario,n_orders,feasible,profit_heuristic,revenue_heuristic,compensation_heuristic,n_accepted_heuristic,runtime_s,mip_status,mip_profit,mip_mipgap,mip_revenue,mip_compensation,mip_n_accepted,gap_to_opt,ub_type,ub_profit,gap_to_ub,error_heuristic
generated_instances_v2/S1_baseline_01.txt,S1_baseline,20,True,32900.0,32900.0,0.0,20,0.08295130729675293,GUROBI_ERROR_10010,,,,,,,ACCEPT_ALL_UB,32900.0,0.0,
generated_instances_v2/S1_baseline_02.txt,S1_baseline,20,True,27600.0,28000.0,400.0,19,0.04368090629577637,GUROBI_ERROR_10010,,,,,,,ACCEPT_ALL_UB,28200.0,0.02127659574468085,
generated_instances_v2/S1_baseline_03.txt,S1_baseline,20,True,23800.0,30800.0,7000.0,19,0.04132199287414551,GUROBI_ERROR_10010,,,,,,,ACCEPT_ALL_UB,34300.0,0.30612244897959184,
generated_instances_v2/S1_baseline_04.txt,S1_baseline,20,True,18200.0,36000.0,17800.0,14,0.04790306091308594,GUROBI_ERROR_10010,,,,,,,ACCEPT_ALL_UB,44900.0,0.5946547884187082,
generated_instances_v2/S1_baseline_05.txt,S1_baseline,20,True,28600.0,35600.0,7000.0,17,0.04466891288757324,GUROBI_ERROR_10010,,,,,,,ACCEPT_ALL_UB,39100.0,0.26854219948849106,
generated_instances_v2/S1_baseline_06.txt,S1_baseline,20,True,25100.0,39100.0,14000.0,18,0.06444883346557617,OPTIMAL,30500.0,0.0,40900.0,10400.0,18.0,0.17704918032786884,OPT,30500.0,0.17704918032786884,
generated_instances_v2/S1_baseline_07.txt,S1_baseline,20,True,28900.0,33500.0,4600.0,17,0.043649911880493164,GUROBI_ERROR_10010,,,,,,,ACCEPT_ALL_UB,35800.0,0.19273743016759776,
generated_instances_v2/S1_baseline_08.txt,S1_baseline,20,True,37700.0,37700.0,0.0,20,0.03764820098876953,GUROBI_ERROR_10010,,,,,,,ACCEPT_ALL_UB,37700.0,0.0,
generated_instances_v2/S1_baseline_09.txt,S1_baseline,20,True,7000.0,19000.0,12000.0,19,0.04416608810424805,GUROBI_ERROR_10010,,,,,,,ACCEPT_ALL_UB,25000.0,0.72,
generated_instances_v2/S1_baseline_10.txt,S1_baseline,20,True,26500.0,30500.0,4000.0,19,0.03851890563964844,GUROBI_ERROR_10010,,,,,,,ACCEPT_ALL_UB,32500.0,0.18461538461538463,
generated_instances_v2/S2_high_low_level_demand_01.txt,S2_high_low_level_demand,20,True,23400.0,23400.0,0.0,20,0.03692793846130371,GUROBI_ERROR_10010,,,,,,,ACCEPT_ALL_UB,23400.0,0.0,
generated_instances_v2/S2_high_low_level_demand_02.txt,S2_high_low_level_demand,20,True,22300.0,22300.0,0.0,20,0.035572052001953125,GUROBI_ERROR_10010,,,,,,,ACCEPT_ALL_UB,22300.0,0.0,
